,content,sentiment
21456,Back from mountains,happiness
21458,"@jensen_ackles New to Twitter. New to Supernatural - im only 1 day old :0) Jst ordered 1st season, after seein 1 gud random ep lastnte",happiness
21459,I  didnt know there was a starwars day,sadness
21461,@photojack i am tempted to say that twitter is the best thing since sliced bread  #togs,worry
21462,there.  She says it gives her an excuse to sleep in the other bed! LOL  They're different sizes or I would have switched them for her.,happiness
21465,Big Sugar = yet another '90's bandwagon I was too late to get on. Next S&amp;D BNL should reunite them (kind of like they did for the Odds).,sadness
21467,@bealove thank you my love,love
21468,what a great day,happiness
21470,"@LoveLauriexox - my son plays pitcher and catcher.  Beautiful weather this past weekend for baseball, but I am exhausted!",happiness
21471,"@GaryED46 I'm supposed to be bug fixing, and I'm Twittering, too. It's not good enough. It's Twitter or work. Bug fixing will have to go.",worry
21472,@scottrmcgrew *dancing pirouette ballerina HUGS*  Morning my Awesome brudder!,happiness
21475,@apizzle86: thanks!  and you being #80 just made my morning!,happiness
21476,@killakim NEW FRIEND?? hmmm... tell me more,surprise
21477,"I'm now totally addicted to Farm Town. Frankly, it's more fun that fixing laptops or studying the diseases that will kill us all.",worry
21478,@VisitGalena - we wouldn't miss it for the world!  ICCVB meetings @VisitPeoria Mon-Wed....  the fun is just beginning,happiness
21479,"@ZaraGreen no problem, keep it comin",happiness
21480,@NatashaWhiteley congrats!,love
21481,hey @star45 sending some Florida sunshine your way  Supertramp ÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½ It's Raining Again ÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½ @DJDolceVita you m... ? http://blip.fm/~5jucn,happiness
21482,"@WFBL Thanks, the more, the merrier",love
21483,Back from NYC... convinced on moving to the LES by Fall,worry
21484,@DarkPiano I have my iTunes playing and one of ur songs just came on,surprise
21486,@missrogue wow! that is an *awesome* review; carry it with you everywhere; laminate it; read it when down;just plain cool,happiness
21487,@kristenkey  so true...and so poetic! beautiful,love
21488,Mommas day is may 10th! Don't forget to do something nice for your mommyyy,love
21491,"@halfwelshdragon those cakes sure look good ,,took one if it's ok with you  ummm good tks",happiness
21492,@WaleDC Philly hasn't played it yet!!!  You have to do something about that!! Please,worry
21493,(SINGZ) SO I THINK IM JST ABT DONE BEING UR GIRRRLFRIEND....IM LEAVIN....IM LEAVIN! JST LOVE CM!,sadness
21495,"@OurLittleAcre I guess, technically, I was still pregnant just a few months ago. Just with Alex instead of Elizabeth",worry
21496,@kristalswan You're welcome! Cutie-pie kiddo.. in your picture btw  Love those shades!,worry
21497,Happy Birthday Mommy,happiness
21499,@gpsrunner awesome run report!   Did you see the bald eagle on the lighthouse?  That was their hangout when I last ran Discovery Park.,love
21500,Good Morning,love
21501,We looked at apartments this weekend.  Found one we like.  Hubby going today to try to rent one of the apartments.  Crossing Fingers,love
21504,@crazyfirebolt HAHA I LOVE THE WAY U PUT IT &quot;He lifts our feet off the ground spins us around and makes us crazier&quot;,happiness
21505,@tractorqueen Will do,happiness
21506,Check out my song &quot;time to lose it&quot; on www.myspace.com/flownyce you'll enjoy it I promise,worry
21507,@dominicalevina oh! that's my baby picture. i try to convince myself i'm still that cute. heheh.,love
21509,"@fmlim If you do, I'm sure you'll enjoy",love
21510,Happy Star Wars Day - May the 4th be with you,happiness
21513,@robluketic  Thank you so much. That was so nice of you and I was happy to hear you voice  You've really started something Good!! xo,happiness
21514,@RachelleKOMO Very cute!  Don't miss out on puppy school.  Now's the time.,love
21515,"Ah, that was easy  I just received the new link for the Reegie rig",happiness
21518,"desktop quad-core Win7 boot time = 2'25&quot;, laptop dual-core w/ SSD Win7 boot time = 0' 13&quot; =&gt; SSD for desktop arrives in 2 days",sadness
21519,@Pixeljunkie202 Kind of glad I never started Kings now - one less thing to be upset about,worry
21520,wishing I were somewhere else besides here!!  Don't worry this won't dampen my day and neither will the rain,worry
21522,"another week, another org change discussion....",worry
21523,@spazzyyarn he totally got you! ;) i think it's awesome.,happiness
21524,"@infovestment LOL, very true. I've been keeping an eye out for that - they arent very tech savvy so I've been alright thus far",happiness
21525,@acousticalt I'll be listening!,happiness
21528,Happy nurses week! It's our first one as rn's,happiness
21529,Moving today!!  I'm so excited!,happiness
21530,@Sarahbelle1414 yeah those are better ads  It makes them look part of your content rather than blatant adverts ;),surprise
21531,back to athens. ????? ? ??????,happiness
21533,proud of the ceviche and bellinis turning out so well and LOVING the smell of fresh flowers in the house,happiness
21534,@sabrina215 YES!! cant wait. hope these vip passes help since people already campin out hahah,happiness
21535,@jordanknight I'm not having a good day... can u cheer me up with a tweet?  Even Tink will do. LOL.,sadness
21536,@solangeknowles cn i gt a twit frm u pls?  Hva gr8 shw 2nyt !,love
21537,@jimmyheartcore awwwww snaaaap Jimmaaayy.  You are the man with hookups.  Too bad I'm so far away!!,sadness
21538,@zipvojames Well......minus being related to Greg...lol.....just kidding,happiness
21539,is soo in love with beyonce's song &quot;smash into you&quot;,love
21540,@chetbuchanan SANJAYA FOREVER! HAHAHAHAHAHA!!!!,happiness
21541,@eddwriter call me when your done with your finals and tell me how you did  YOU CAN DO IT!!!!!!!!!,surprise
21544,@QueenieCyrus Heyyy  wats up?,love
21545,Mmm wasabi coated peanuts! Burns so good,worry
21546,@jmbuckingham Really?? I feel special,surprise
21547,Um... happy star wars day btw. Cheers to all you scruffy looking nerfherders and hot ami's out there.,happiness
21548,... thanks everybody for your wonderful feedback re my Happiletter,love
21549,::Ugh:: Euro Civ exam... Studio Later though,worry
21550,I've brush my teeth but im eating Chocolates right now ha-ha just sharing,happiness
21551,"Happy Star Wars Day, everyone! May the force be with you all, be you Padawan or Jedi.",worry
21552,@mythalez Scii-fi effects definitely look silly no doubt but its worth a watch inspite of that!!,worry
21553,my last full week of school!,happiness
21554,out shopping....,happiness
21555,@SoldierBeetle Your welcome hun!    They are all amazing people - make sure to say hello to them!,happiness
21556,"No Evidence, No Conviction ! Absolutely hilarious.. Makes my day every time  http://bit.ly/lrolJ",happiness
21557,@cocosbutter its already good...I got to meet you!,happiness
21558,"@jenfraiz I loves me some Jeff Lynne, and I do enjoy sitar work, but that was kinda weird. To each his own, I s'pose!",love
21559,yeah  just made twitter,happiness
21562,Good Afternoon,happiness
21563,@imjustcreative having a F**Kin' great day over there Graham isn't it,happiness
21565,ahhh bank holiday slept late now going to dinner in my sisters whos a real &quot;monica&quot;  hahah and im late il get cold dinner now,worry
21566,"got a translation offer today. couldn't say no, even though it's german  simple computer stuff mostly. and only a couple hundred words.",worry
21567,@modmark hope y'all enjoy the MusicBoat Cruise.  What a tough job - haha!!!,love
21568,@ru5tyloxx  You're silly.,happiness
21569,The seat was a nice place to go,happiness
21570,haiszt.. im here in the office doing nothing but tweet haha! fun!,happiness
21571,@allicandy95 testing.... Hey! I gotta add you as someone to follow,happiness
21572,"@czarinas78 Ah  So you've seen both. (Either way, you get to experience the fantasy of sound and shock waves in the vacuum of space. Heh.)",happiness
21574,hahas . dam tried . just nw got exam . don know how much i will get . . but i having fun today . with my pri sch friends  until 5plus . =D,worry
21575,I am so happy. Keve is here for early Mother's day. Let's be quiet. He drove all night and is sleeping.,happiness
21576,Goooosh! Someone payed my LastFM subscription  ^^,worry
21577,is listening to &quot;La La Land&quot; i love it,love
21578,@shrinkingjes WHOO HOO. Congrats on getting under 200lbs,happiness
21579,"Getting ready to meet Laura!  Than training, even if I'm sick.",love
21580,"Okay so yesterday was good went food shopping, cooked some chicken tacos and bakes some cookies!!!  Now I am back at work.",happiness
21581,wow...i have to many bookmarks...i just spent a good hour organizing,surprise
21582,@meghanian I think I got it fixed! Woo hoo!,happiness
21583,"Just wanted to give a quick welcome and thanks to all of you whom I now follow or have following me, looking frward to tweeting w/ you",love
21584,@VIVIatTheDisco Good luck on your first day !!!!,happiness
21586,@dopenhagen are you in KL? I am  up for a drink?,happiness
21587,@edwelker make sure you practice your hooping today!,worry
21588,@AsunUnique  Apple has done some impressive things for my almost 2 year old macbook. Except when I poured coffee into the keyboard.,happiness
21589,my c key is stating to work.  yayness.,happiness
21590,"Having indian food in the middle of Wales, very very typical, huh?",love
21592,"@hesselbom Ok, which album to start with? After listening to Frank Black for years I found out he used to play in #Pixies.",surprise
21593,"@deeeniseee eh, you're a really nice girl   How are you? miss youuuuuuu",love
21594,"@egeriis it is the lightest, cleanest, most precise and as far as i know fastest engine around",surprise
21595,"@mistygirlph Thanks!  Yes, this sudden downpour does seem rather freakish. Is it really the end of summer here in the Philippines?",surprise
21596,@arodomus aww sorry to hear you are having a bad time. Remember: this too shall pass,worry
21597,Just picked up my copies of the printed brochures I did for the BWRC. So excited,happiness
21598,"all pugged in and ready to go. device updates on, so feel free to bombard me at any time.  Time to actually get something done.",happiness
21599,@jordanknight are you TINK'N the people on the street in NY waiting 4 friday are crazy? Brooke,worry
21600,Im fine also..up way to early..lol...soo those r all ur dogs? to kut3 ..i def want a pit! lol,happiness
21601,@geekjames It's amazing the DVDs I'll put on my Netflix list just based on the trash potential inherent in their titles,surprise
21602,@xxPat..not that school wouldnt suck all the time,sadness
21603,"blerg, damn you Monday, why must you always come.  Decent weekend, new glasses, hair color and got carded at Gamestop = awesome ego boost",sadness
21604,@aea1023 thanks thought you might want a flower today.,love
21605,@MarieLuv  YOU MAKIN' ME HORNY,love
21606,The phones are lit up like christmas trees. Go to work people. You don't have to get everything done on monday.,worry
21607,Happy Star Wars Day // Will Week,worry
21608,@jordanknight  yes really if it is that time of day again.   xxxxxxxxxxxxxxxxx,love
21609,Waking up .....working....Happy as can be!  Its gonna be a great day today... I can see it..and im not sore from Running yesterday!!!,happiness
21614,@goatfox yes i have read them many times.,surprise
21615,Apparently today is Happy Star Wars day.  I'm suppose to say may the 4th be with you.,happiness
21616,@richa_august84 haha...  may be.. hehe.. I might have been imported.  but i love the heat... love playing football on a hot day....,happiness
21618,Can someone chemics ?,love
21619,"the big boss is out all week.. small yay. free lunch for the office today, big yay!",love
21622,Nobody does it better than www.traveljunky.com Not even half as good   ? http://blip.fm/~5jv7j,love
21623,@ejhildreth  I like it!,surprise
21624,@kirstiealley that is soooo scary! Be careful! We only have one Kirstie!,worry
21625,"@darlsXzpott3r I'm doing good thanks   And yourself? and sorry, lil busy at the moment.",worry
21626,"@ddlovato who said demi can't wear her Converse with her dress oh baby, that's just demi.",worry
21627,@pseudosophical YAY YOU! So proud of you!  and I'm not even being sarcastic. Even though you told me to shut the fuck up.,love
21628,"feels the same way about cherry-flavored items as Shannt does about grapes. Strange, but true.",surprise
21630,Definition of senioritis: Me. About to go to chem II and calculus. Not good classes to feel like slackin,worry
21631,@jackalltimelow I just got my JAGK shirt in the mail! Omg I love it!!!  see you saturday!!,happiness
21632,@BadAsh77 got it i'll send you an email in a lil bit i have a lot to say,worry
21633,@gthogan I think you forgot a couple exclamation points.,worry
21634,@t_rothlisberger That's fucking awesome!  *bookmark*,sadness
21635,It is going to be a beautiful day!,happiness
21637,@TheRealKeeks Thats ok Keeks I'll Pass the 151 to you that will chill you out,worry
21638,Have 3 of the 5 grandbabies again today. 19 month old twins and a 3 1/2 month infant. I love every minute of it too.,worry
21639,@TSchryver ahh! Yay!  so you're gonna get it?,happiness
21640,@EmilyYoung09 kwl... nm this msn nd homework... but i went 2 c hanna montana hte movie yesterday xx happy mayday btw xx,surprise
21643,"I have a 4-H lamb meeting. It should be fun. And it is sunny! Yay! I can play with my horses this afternoon. Clap, clap, clap!!!",happiness
21645,@isaacn86 Thanks! Funny cause it's true!,happiness
21646,Trying to figure out the perfect way of leading a principled life,worry
21647,lay by the pool and take a nap. my agenda for the day,happiness
21648,@Afey umm how abt a comment like that :p &quot;i dont like this&quot;,sadness
21650,@OfficialBabyV I wish you where going to be in the Saga,worry
21651,check out the flyer i designed for the notary and retrograde: http://rachellovespeace.blogspot.com let me know what you think,worry
21652,shout out to Sanjeev! thank you for being my first follower  on twitter.,happiness
21653,@jordanknight I have now officially resigned myself to never knowing what Tink! means....,sadness
21655,@atxtraveler thanks! I will try #boarding out,happiness
21657,"Yes, he's really back!: I couldn't wait for this day to arrive and finally it's here! Gale is back!!!  I'm pos.. http://tinyurl.com/dzzaf5",happiness
21659,Now I'm following you Ah Ha! Love your laff,worry
21660,@mickster09 You don't have to rub it in.,sadness
21662,"Good mornin. Today will end early, woo. Gonna work on rick's surprise PROJECT DUE ON TUESDAY",happiness
21663,"Loves the 2nd half of even days, orch and jazz band with daddy",love
21664,wishing you all a happy monday and a wonderful start to this week ! Make it a good one,happiness
21665,@MusicIsLife377 that's a good attitude,love
21666,"It's a good day! The lake is a mirror, the kids are happy, and I get to clean the cabin today... Err two outta three ain't bad!",happiness
21668,"Thank you all new, first time Japa Dog customers! Twitter spreads the word! We like new customers",love
21669,@JustZIPP hey rocstar,worry
21670,monday morning. what to do. ...puzzles!,worry
21671,"Well, I'm here, good morning/brunch-ish I took my exam, think I did good",happiness
21672,@mckra1g  So jealous - I'd LOVE to see the Ella show...in fact I think I'll stream some right now!,surprise
21673,"@juliannebritton Ohhh, i really want to see Coraline, it seems really good",happiness
21675,"@stii no, it makes you realise how doomed humanity in USA is",sadness
21677,"hi everyone, hoping all of you have a good week",love
21679,Played the Eclectricity Festival @ The Custard Factory last night was an UNREAL atmos right till the end! Glad i played last set,surprise
21680,@The_Gov hi gov!! How are you?,worry
21681,i am listening this song &quot;shattered&quot; by Tynisha keli   www.myspace.com/tynishakeli,happiness
21682,@scooby867 Cheers for that! Will have a look at that later and hopefully get sorted!,worry
21683,"Supernatural was mega good  Now I'm off to bed, urgh long day of school tomorrow x",love
21685,"@mrjoecool well praise the lord 4 gud moods i kno i need 2 b 1, im workn out ma thighs &amp; these dark clouds is scaring me",worry
21686,Love thy self. Keep it simple. Learn Tai Chi. Those are my aims today. Beat up ankle is less swollen  I am on a no negotiation vacation!,love
21688,@mercedez000 Ta very much!  Happy B-Day to G-son,happiness
21689,"@dragonblogger My pleasure  I really enjoy your random word poetry, and am disappointed when I miss out on participating!",sadness
21690,Shakti's celebrating her 4th Birthday today!,happiness
21691,@esmeeworld Good luck tonight! have fun,happiness
21692,@Jonasbrothers i can't wait! its most definately going to be amazing.  &lt;3 michelle,happiness
21694,A little bit of good news.,worry
21695,"@unmarketing Certainly not Cheers than, huh?",surprise
21697,"@SWrightBoucher Hi Susan, read your blog.  It's really good.  I look forward for the tweet updates",happiness
21698,Jaydiohead &quot;No Karma&quot; ? http://twt.fm/91610 #musicmonday This is not the android I was looking for. But it'll do.,worry
21699,"@tuaw In case no one gave you a heads up, AT&amp;T just put out an iPhone app for account management (MyWireless) I'd love to see a review",sadness
21700,virus hunting on computer - always wondering what it will destroy,worry
21703,@sozah Morning Sunshine,happiness
21704,@luannarodham nothing sweeter than YOUR 4-year-old!,love
21706,"If you carry your childhood with you,  you never become old..A. Sutzkever",worry
21707,"@Sobk13 I love to eat chicken, would I be a cannibal chicken?",surprise
21708,@DuongSheahan so nice to meet you too! @NancyLoo is the best for bringing me along,happiness
21709,@TheMandyMoore so looking forward to your new album,happiness
21710,Feeling really good about my performance on the AP Government &amp; Politics exam this morning.  Going to lunch with Krista.,happiness
21713,@solangeknowles Nice!!!!!!!! I WILL be there,love
21714,"@Blanquis26  Morning, hope you have a super day...enjoy !",happiness
21715,@wendaybird silly wendy. You know I don't speak French  just a few more hours to study before this ride begins!,happiness
21716,"@DaisyCurlyCat oh wow, daisy, that is TOO cute for words!!",worry
21717,@Etsy never noticed that before but you're right! guess that's because my heart is always dreaming of travel...,sadness
21718,"@martinb9999 need to get an intel based mac 1st   but this impacts on dual core vs quad choice, latter probably better for virtualization",worry
21719,@MaddieWan Maddie starts working? WATCH OUT WORLD!,happiness
21724,@gfalcone601 I think sandwiches or something like this with ham and cheese,worry
21725,What am I doing atm? http://twitpic.com/4jmeh Oh yeah. Apple Juice  I'm such a rebel!,sadness
21726,"@Llawen Don't know - pretty, though",surprise
21727,listening to my future roomie speak in chapel,worry
21728,"@timhahnproject Heh.  When I moved into my house Pius was having a pep rally, so there was cheering and a band.",happiness
21729,in ten minutes shopping   demi lovato-back around demi lovato-behind enemy lines have you all seen the titanic 2 trailer? its really good!,love
21730,Happy Star Wars Day. MAY THE 4TH BE WITH YOU,happiness
21731,@gfalcone601 you happy that Frankies back from France  xx,love
21732,@rocketheartx YES SHE WANTS A COOKIE. SO DO I. ESPECIALLY THAT ONE THAT ARCHIE GOT FROM COOKIE ) ... RP?  mark the date,worry
21733,@KG4RDF Good luck on final!,surprise
21735,says HAPPY MOTHER'S DAY TO ALL THE MOMS OUT THERE!  http://plurk.com/p/stezd,love
21736,I love how two of my favorite shows have the same acronym  lol.,happiness
21737,@MattyOsborn YIKEYSSS!!  I'M HARMLESS REALLY!! JUST WANT SOME ATTENTION FROM BRODY!!!,worry
21738,"@wendywings Just hoping you're ok, sincerely concerned",worry
21739,@howie_d awww glad to know Little Sweet D and Leigh are doing good...thanks for the updates Howie,happiness
21740,@jeg007jeg yay  coutch:couch,happiness
21741,going to the lumberjack party,sadness
21742,currently munching on baby carrots! nom nom nom nom...,happiness
21743,Haha how exciting  wat does it look like?!,happiness
21744,I honestly hate what I have said to some ppl sometimes. sorry for makin an ass of myself to anyone.,worry
21745,"@danameller Aww, thanks!",love
21746,thinks SG is wonderful,happiness
21747,watching this african music show on the tele  me loves ittttt,love
21748,@IvoryValentine have you seen &quot;The Fifth Element&quot;? makes &quot;super green&quot; a lot funnier,happiness
21749,@KevinRButters Excellent then Chiang Mai is definitely a possible next vacation stop! thanks for the info.,happiness
21751,about to take my mum out for jewellery shopping and a coffee for mothers day,happiness
21752,Packing for Florida  What's the liquids in a carry-on rule - 3 or 4 oz? Haven't flown in over a year,worry
21753,show time baby! bye bye for now Tweeters,happiness
21754,Well it would seem that you can enter nine 0s if you are an Individual without a SSN/ITIN or EIN according to Apple.  Hurray!,happiness
21755,"@luckis I watched that too!!! I didnt want her to win, but she put up a good fight..lol",surprise
21756,@OAMCortney you're alive!!!!!!  Go w/ The Notebook...it'll make you cry and stuff,surprise
21757,@disavian: saw it yesterday. Pretty good.,surprise
21758,it's after 3 AM.!!  I think it's time to bed.!!  have a good night twitts.! ;)),happiness
21759,@cityslipper wellll...... only 2 that will feed me   the others were mainly shade loving native wildflowers.,love
21760,@jadeofjades  I Hope You're Okay.Do What Beyonce Do...,worry
21762,Waiting in line for the Beast with Matthew.    I won't be riding.,worry
21763,"@howie_d thats good to know, and I bet he looks just like you.",love
21764,"That kids is what you get when you leave your computer unattended, when you have non-trustworthy company...",worry
21765,"@victoriastrauss you know, i would love to see 5 lies editors believe about writers. #justsayin",worry
21766,http://twitpic.com/33hus that's my baby,happiness
21767,i miss you tooooo  you arent too far! *A*,worry
21768,"@shesasanga um don't u already have like NINE of my paintings?!?! jk, lemme come finish that 4 u",surprise
21769,Sooooo glad Stone Creek Coffee is following me!  I *love* their atmosphere!,love
21770,Watching HG-TV....and a cute carpenter guy  woo hoo!,love
21771,Zapatos for trashcan nachos and then an epic night,happiness
21774,@misssprintcup http://twitpic.com/4w06l - LOVE IT! U have a great job!!,love
21775,Awww I wonder when ima get married. Shawna and Damon are so cute,sadness
21776,"home; just had yogurt factory, i love yogurt  also hung with my uncle and lucy",love
21779,Holy Crap EMS stasher rain jacket you are my new best friend!,love
21780,Is at the movies with the boyfriend!!,surprise
21781,@iggypintado Thanks  Will Do,love
21782,i'm about to munch on some more high calorie things!  they keep my brain working,worry
21783,@weirdFishes you're very welcome! I love reviewing free apps as much as downloading/using them!,worry
21784,just got home from dinner and am really really full. my mom said my dad bought me a sony a200k? holyyyyyyy,happiness
21785,great song  http://bit.ly/evluw,love
21786,@MissLDN What was the compiment? I'm glad you're having a good time.,love
21787,@DiscoStarChild hahaha n I'm a do the same for u,happiness
21788,"@jtimberlake Went to your resteraunt in NYC, it was aaaaaaaaaamazing",happiness
21789,@guitarcat213 Yes we both do win!,love
21790,I miss @CharlieOver9000 I love that boy.,love
21791,is highly amused I wasn't treated nicely like any other patient..not my fault my life is better than yours.,surprise
21793,@CloneCommander *Everything* is better with lightsabers,happiness
21794,"@howie_d you're gonna take good care of that little baby and he's gonna be a strong boy, that's for sure",love
21795,My birthday is a week from today!,happiness
21796,@NeilMcDaid looks class the water splash looks so real  looking forward to my review copy ;),happiness
21797,@PerezRevenge Aww ya not showing off all us mums should be proud of ours kids and let everyone know it,happiness
21798,@LGDADON it makes perfect sense. I guess i am very down to earth. Thanks for your reply,happiness
21799,OMG brings me back to my High School Days!  ? http://blip.fm/~5ygpg,happiness
21800,"@SaraBareilles just the mere fact that you twittered and someone read it, then it matters p.s. love your song Gravity",love
21801,Nina's High: Hanging out with Ninah and Taylor all day! theyre AWESOME  and getting to go home tomorrow to see my MOM  Nina's Low: NADA,happiness
21803,"@heidimontag It was wonderful, just home from a wedding. I love it   How was youre's?",love
21804,"....ok, sOooooooooo I DID that!! i've got u in the palm of my hand",happiness
21806,"@KausarAzam  Hew how u been????Srry I haven't posted a vid in forever,I feel guilty lol,so in the next few days hopefully",sadness
21808,@DRESINATRA that's dope!  stay out of trouble,worry
21810,Kinda doing nothing. Life is boring. I feel like changing my look. Let's go shopping tomorrow,worry
21815,Thanks so much to everyone who came out to Speakeasy last night! What a hit. Wonderful to see you all having fun! June will be awesome.,happiness
21816,I meant mamas,sadness
21817,"I'm making my mommy her Mother's day present, I love her",love
21818,Watching my bro play footyball,worry
21819,Time to get purrtty. *wink*,worry
21821,"@howie_d Aaaww!! That's so good to know, I'm glad James is doing great  We LOVE you guys! KIsses from Venezuela!",love
21823,"@peechXXXX  http://bit.ly/SjNAx If he is saying something I don't fully understand, please let me know.",worry
21824,"success! another paper demolished! the rock god lives on! 2 more...well, 1.5 to go. Yes!!! out to celebrate awesomeness ...",love
21825,Psyched for Mother's day at the GKR party--and teaching mom and dad about baseball,love
21828,Watching next day air,happiness
21829,"PROUD 2 BE A MOTHER  I HAVE MY SON &amp; HIS COUISN OVER SPENDING A NITE, IT'S A BOYZ NITE, &amp; THEY DRIVING ME CRAZY BUT I LUV EM..",love
21830,Belting Next to Normal is a fabulous evening choice,happiness
21831,"@allearsdeb http://twitpic.com/4w0yj - wow, fancy!",happiness
21834,@HuniB Neep a nap-take a nap - respect ur body love,love
21836,baked a cake &amp; watching a movie.,happiness
21837,@datalore_tv I hope Shatner didnÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½t address that message to philosophers. WeÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½re doomed if they stopped thinking,worry
21838,"watching Cavs game. LeBron James, my newest love!  36 pts for Cavs, 17 by LeBron!",love
21839,@max2sky I  have a visual.  I'm smiling.    see,love
21841,Photo: I like da cooolooorss and the composition is great  scribkin: http://tumblr.com/xyb1qw8cb,love
21842,Tooth ache...but still sipping lol at the fam. Partyyyy,worry
21844,just getting off of work for the day! Hope everyone has a wonderful mother's day tomorrow! Hope you enjoy ur cheesecakes too!,worry
21845,"@_chloe yes! it's on youtube  its from may 7th, and it made me feel 100x better. it's halarious.",happiness
21847,@miniatus Well thank you darling...it was a pleasure shopping with you...you will see the first pics!,love
21848,oh man had great nap (still alittle tired) having pizza for dinner.,happiness
21849,"@specialk0478 yeah she's part lab, part spaniel.. all energy hehe but i love her to death",love
21850,@rayatkinson last I looked.  Hi back...,surprise
21851,@elengrey Yay!  Lucky!  What'd you do?,happiness
21852,"twitter fam, i`m about to hop back on AIM i went ghost on y`all lolz sowwy",happiness
21853,Boy is all graduated!  So proud of him!,love
21855,@lancegross http://twitpic.com/4vd89 - such a good looking cpl!! can't wait to see what kind of kids y'all will have!,happiness
21857,"just finished watching &quot;Role Models&quot; (hilarious), and debating whether to go to 251. Hmmm...",happiness
21858,@johncmayer heylo johnn (: im a huge fan. hope ur day is awesomee. cuzz im home sick and its kinda less than awesome.. anyways.. PEACE,love
21859,Went shopping a lil... I deserve it... And now a night on the town in the big city of Norfolk,happiness
21863,I wish I can see clips of your show that you hosted. Hottie Shawn in the 80's! and yes your still a Hottie!,happiness
21864,Spending quality time with my family! God knows I need this right now...,love
21865,If you save these pix from the Today show please credit www.wireimage.com Thanks,sadness
21866,@SarahRoseteER happy early mothers day!!!!,love
21867,@kurliedoc poor grace!!! You need to date a cute male nurse.,sadness
21868,"@elysion32  I am here to make friends.. real life, internet.. what ever level people are comfortable with..",happiness
21870,Ha ha ha @yoko71 I know! Love it! Love him!,love
21872,Haven't been on in foreverr!  Almost happy mother's dayy. Yay. :],happiness
21873,Enjoying d view @ sg flyer,happiness
21874,ok shopping was far too fun ~ unpacking the bags now,sadness
21875,@RedHotCopy I fell asleep on a plane watching Frost/Nixon - hope it works out better for you than it did for me,sadness
21878,The Goonies. Projected. On a garage door. With my friends. Amazing.,love
21879,"World's Happiest Places ...   Denmark, Finland and the Netherlands",surprise
21880,@jeffpower What are you reading?,worry
21881,ops   that lol wasnt supposed to got to twitter,worry
21882,@EverRaven I figured you'd be bouncing about it,happiness
21883,@lomascar yo i got my blur tickets yesterday  i'm going on the 1st day whatbouts u?,surprise
21884,@howie_d ...I'm so happy for you guys! COngratulations!,love
21885,good luck tonight boy,love
21886,"we went, we bought, we conquered! and we came back with the most delicious custard croissant",surprise
21887,"@NewShoreline Ouch, give me a heads up so I'll know when to duck",surprise
21888,saw Hannah Montana Movie today!! was the best!!!!!! was AWESOMEEEEEE!!!!!!  Hannah  and Miley RockS! lol,happiness
21889,At the @drakkardnoir concert! I hope @SongzYuuup makes a guest appearance,happiness
21890,resting had a whole day of walking,worry
21891,@_handz_ it was quiet.... unfortunatly but what the hell it's good the chill out too right?,worry
21892,New Twitter coolness: conversations with neighbors (http://is.gd/ybd0) during a thunderstorm.,happiness
21893,"@tenotch awesome, I'm glad you like it.  FYI - Platinum Notes 3.0 should be out as a free upgrade this summer",happiness
21894,"@4ut I am ok, I think I will just take the attitude that Mothers Day is an invented Hallmark holiday from now on",surprise
21895,just had a bbq... YUM im full now,love
21896,"@ryan_leslie I love the video!! You are inspiration Mr. Leslie, can't wait for the new album still rocking the debut.",love
21897,@coolzebras They open at 9 a.m.   And I hope to be there shortly after that.   No guarantees for me though!,worry
21898,"@mamapigeon I be ok, you?",worry
21899,@The_Tech_Update Do you know your Nutty Newsire twitterfeed ones are coming through w/o links? I can't be lazy without the links...LOL,worry
21900,@EugeniaChavez http://twitpic.com/4w1gg - love it,love
21901,I completely forgot it was mothersday today.. Lol  Happy mothersday to all of you beautiful mums out there!,love
21902,"@mde Glad to hear you made it out, I hear that place used to be it's own country  Looking forward to your arrival!",love
21903,@sexinstilettos NICE TO TWEET U,love
21904,"Slept in, woke up with an iced coffee, lazed about &amp; went out for a late lunch with the BF. It's been a sweet little laid-back Saturday.",sadness
21905,@MissVerna http://twitpic.com/4visl - WOW this looks incredible! wicked job on the butterflies! they're fantastic!,surprise
21907,Pretty  is it long or short? Sparkly or shiny? Lol,worry
21908,@SweetWifey Her new cd is lovely.,happiness
21909,"@robdyrdek You know, there are just some things that shouldn't be seen. That's sure as hell, one of 'em. lol",worry
21910,"1 surprise party today, 2 parties tomorrow.  FunFunFun! But, need to finish bug project. O_O",happiness
21911,I &lt;3 Owl City.,love
21912,"@iamkeshia happy birthday keshia, keshia, bo beshia",happiness
21913,"wow, nothing like a sale to perk up a girl's evening, huh!",love
21914,Just finished mowing the lawn.,sadness
21915,"@Turch Aww, congrats to the family. ;) Send me piccies in the email!",happiness
21917,@Prince_Aries Me and that person have something in common then! LOL jk....,happiness
21918,@lilcdawg its because we run on CPT!!!,happiness
21919,Ok peeps...I'm not crazy...I was twittering 2 someone but had no idea how 2 direct msg from my cell! Blonde moment!,worry
21921,@NJE112 hey mate fancy finden you on hea,love
21922,Just sang &quot;Shine&quot; by Newsboys in the car with @hollyewallace Holla!,happiness
